Ride_Id,Start_Location_ID,Stop_Location_ID,MILES,START_DATE,END_DATE,PURPOSE,Category_ID
212,3,18,11.8,2016-07-04 20:00:00,2016-07-04 20:17:00,Meeting,1
213,67,67,1.2,2016-07-05 0:00:00,2016-07-05 0:05:00,Errand/Supplies,1
214,18,3,9.9,2016-07-05 0:08:00,2016-07-05 0:28:00,Meeting,1
215,16,16,0.6,2016-07-05 16:48:00,2016-07-05 16:52:00,Errand/Supplies,1
216,3,18,9.9,2016-07-05 20:06:00,2016-07-05 20:26:00,Meeting,1
217,18,17,8.6,2016-07-05 22:41:00,2016-07-05 23:02:00,Meeting,1
218,17,3,6.3,2016-07-06 0:33:00,2016-07-06 0:53:00,Meal/Entertain,1
219,3,18,9.9,2016-07-06 9:06:00,2016-07-06 9:25:00,Meeting,1
220,18,3,9.9,2016-07-06 12:48:00,2016-07-06 13:08:00,Meeting,1
221,3,17,3.3,2016-07-06 20:04:00,2016-07-06 20:14:00,Meal/Entertain,1
222,17,3,3.1,2016-07-06 23:46:00,2016-07-06 23:59:00,Customer Visit,1
223,3,17,7.9,2016-07-07 8:22:00,2016-07-07 8:50:00,Temporary Site,1
224,17,3,8.9,2016-07-07 10:27:00,2016-07-07 10:33:00,Meeting,1
225,68,71,12.8,2016-07-07 12:59:00,2016-07-07 13:35:00,Meal/Entertain,1
226,69,70,7.7,2016-07-08 9:50:00,2016-07-08 10:13:00,Meeting,1
227,70,69,7,2016-07-08 10:51:00,2016-07-08 11:12:00,Meeting,1
228,71,72,12.5,2016-07-08 13:48:00,2016-07-08 14:11:00,Meal/Entertain,1
229,68,71,13.2,2016-07-08 17:11:00,2016-07-08 17:30:00,Meal/Entertain,1
230,71,68,13,2016-07-09 9:03:00,2016-07-09 9:46:00,Meal/Entertain,1
231,68,72,4.9,2016-07-09 9:52:00,2016-07-09 10:06:00,Meeting,1
232,72,71,8.5,2016-07-09 10:15:00,2016-07-09 10:33:00,Meeting,1
233,69,73,1.3,2016-07-10 14:10:00,2016-07-10 14:17:00,Errand/Supplies,1
234,73,69,1.8,2016-07-10 16:04:00,2016-07-10 16:15:00,Errand/Supplies,1
235,71,68,13.6,2016-07-10 18:05:00,2016-07-10 18:21:00,Meal/Entertain,1
236,68,71,13.4,2016-07-10 19:51:00,2016-07-10 20:08:00,Meal/Entertain,1
237,71,68,12.3,2016-07-12 16:10:00,2016-07-12 16:45:00,Meal/Entertain,1
238,68,68,1.4,2016-07-12 19:21:00,2016-07-12 19:26:00,Errand/Supplies,2
239,16,74,6.2,2016-08-01 12:47:00,2016-08-01 13:04:00,Meeting,1
240,74,75,1.3,2016-08-01 13:08:00,2016-08-01 13:19:00,Errand/Supplies,1
241,75,26,1.9,2016-08-01 13:28:00,2016-08-01 13:46:00,Errand/Supplies,1
242,3,21,6.9,2016-08-01 13:52:00,2016-08-01 14:14:00,Meeting,1
243,21,3,4.6,2016-08-01 15:40:00,2016-08-01 15:47:00,Meeting,1
244,16,20,2.8,2016-08-01 16:18:00,2016-08-01 16:25:00,Errand/Supplies,1
245,3,17,9.1,2016-08-01 16:29:00,2016-08-01 16:59:00,Meeting,1
246,17,3,8.1,2016-08-01 17:23:00,2016-08-01 17:55:00,Meeting,1
247,3,17,8.4,2016-08-02 8:11:00,2016-08-02 8:32:00,Meeting,1
248,76,82,4.9,2016-08-02 11:51:00,2016-08-02 12:15:00,Meeting,1
249,77,78,1,2016-08-02 19:15:00,2016-08-02 19:23:00,Errand/Supplies,1
250,78,77,1,2016-08-02 21:23:00,2016-08-02 21:29:00,Errand/Supplies,1
251,79,126,2,2016-08-03 12:46:00,2016-08-03 13:00:00,Errand/Supplies,1
252,78,77,1.1,2016-08-03 14:59:00,2016-08-03 15:03:00,Errand/Supplies,1
253,77,36,1.5,2016-08-03 16:00:00,2016-08-03 16:04:00,Errand/Supplies,1
254,80,77,1.3,2016-08-05 17:23:00,2016-08-05 17:30:00,Errand/Supplies,1
255,77,81,1.8,2016-08-05 18:17:00,2016-08-05 18:21:00,Errand/Supplies,1
256,81,77,1.5,2016-08-05 19:17:00,2016-08-05 19:27:00,Errand/Supplies,1
257,82,76,6.6,2016-08-06 6:40:00,2016-08-06 6:58:00,Meeting,1
258,17,3,8,2016-08-06 9:31:00,2016-08-06 9:53:00,Meeting,1
259,16,20,2.7,2016-08-07 17:14:00,2016-08-07 17:23:00,Errand/Supplies,1
260,20,16,2.7,2016-08-07 17:28:00,2016-08-07 17:43:00,Customer Visit,1
261,3,17,2.5,2016-08-07 18:17:00,2016-08-07 18:23:00,Errand/Supplies,1
262,17,3,2.5,2016-08-07 20:15:00,2016-08-07 20:23:00,Meal/Entertain,1
263,16,83,5.2,2016-08-08 16:17:00,2016-08-08 16:31:00,Meeting,1
264,83,20,4,2016-08-08 16:37:00,2016-08-08 16:50:00,Meeting,1
265,20,16,2.7,2016-08-08 17:02:00,2016-08-08 17:13:00,Customer Visit,1
266,3,17,4.8,2016-08-08 21:50:00,2016-08-08 22:15:00,Meeting,1
267,17,3,3.2,2016-08-08 23:28:00,2016-08-08 23:37:00,Customer Visit,1
268,16,30,6.9,2016-08-09 14:20:00,2016-08-09 14:38:00,Meeting,1
269,3,19,14.9,2016-08-09 15:15:00,2016-08-09 15:36:00,Meal/Entertain,1
270,19,3,17.4,2016-08-09 16:04:00,2016-08-09 16:37:00,Meal/Entertain,1
271,3,18,12.9,2016-08-10 16:56:00,2016-08-10 17:24:00,Meal/Entertain,1
272,18,21,15.3,2016-08-10 17:53:00,2016-08-10 18:28:00,Meal/Entertain,1
273,21,21,1,2016-08-10 18:49:00,2016-08-10 18:50:00,Errand/Supplies,1
274,21,3,6,2016-08-10 19:47:00,2016-08-10 20:02:00,Meeting,1
275,16,84,2.2,2016-08-11 12:53:00,2016-08-11 13:00:00,Errand/Supplies,1
276,84,20,4.4,2016-08-11 13:14:00,2016-08-11 13:28:00,Meeting,1
277,20,16,2.8,2016-08-11 13:32:00,2016-08-11 13:42:00,Errand/Supplies,1
278,3,85,31.7,2016-08-11 18:37:00,2016-08-11 19:29:00,Meal/Entertain,1
279,85,3,31.9,2016-08-11 20:59:00,2016-08-11 21:44:00,Meal/Entertain,1
280,16,26,1.9,2016-08-12 18:49:00,2016-08-12 18:52:00,Errand/Supplies,1
281,26,16,1.8,2016-08-12 18:56:00,2016-08-12 19:05:00,Errand/Supplies,1
282,86,87,13,2016-09-01 11:51:00,2016-09-01 12:24:00,Meal/Entertain,1
283,87,86,10.6,2016-09-01 17:21:00,2016-09-01 17:36:00,Meal/Entertain,1
284,86,86,2.2,2016-09-01 18:49:00,2016-09-01 19:08:00,Errand/Supplies,1
285,86,87,9.2,2016-09-02 11:37:00,2016-09-02 12:24:00,Meeting,1
286,86,86,12.9,2016-09-02 18:56:00,2016-09-02 19:37:00,Meal/Entertain,1
287,86,88,17.2,2016-09-05 10:25:00,2016-09-05 10:44:00,Meal/Entertain,1
288,86,86,69.1,2016-09-06 17:49:00,2016-09-06 17:49:00,Meal/Entertain,1
289,86,86,2.8,2016-09-10 10:28:00,2016-09-10 10:45:00,Errand/Supplies,1
290,86,86,8.6,2016-09-11 9:51:00,2016-09-11 9:55:00,Meeting,1
291,86,86,9.8,2016-09-11 21:40:00,2016-09-11 21:42:00,Meeting,1
292,86,86,3.6,2016-09-12 8:07:00,2016-09-12 8:12:00,Meeting,1
293,86,86,1.7,2016-09-12 11:15:00,2016-09-12 11:24:00,Errand/Supplies,1
294,86,86,11.5,2016-09-12 13:04:00,2016-09-12 13:44:00,Meal/Entertain,1
295,86,87,10.5,2016-10-03 17:09:00,2016-10-03 17:12:00,Meal/Entertain,1
296,87,87,2.8,2016-10-03 18:17:00,2016-10-03 18:34:00,Errand/Supplies,1
297,87,87,1.6,2016-10-03 18:51:00,2016-10-03 19:01:00,Errand/Supplies,1
298,87,86,12.7,2016-10-03 22:04:00,2016-10-03 22:33:00,Meal/Entertain,1
299,86,86,28.6,2016-10-04 9:50:00,2016-10-04 10:52:00,Meal/Entertain,1
300,86,86,15.1,2016-10-04 12:17:00,2016-10-04 12:18:00,Meal/Entertain,1
301,86,88,17.9,2016-10-06 8:49:00,2016-10-06 11:36:00,Meal/Entertain,1
302,88,86,112.6,2016-10-06 17:23:00,2016-10-06 17:40:00,Meal/Entertain,1
303,86,86,18.4,2016-10-06 18:37:00,2016-10-06 18:39:00,Meal/Entertain,1
304,86,86,13.8,2016-10-06 19:46:00,2016-10-06 20:26:00,Meal/Entertain,1
305,86,89,33.2,2016-10-07 10:56:00,2016-10-07 10:59:00,Meal/Entertain,1
306,89,89,2.6,2016-10-07 11:27:00,2016-10-07 11:50:00,Errand/Supplies,1
307,89,86,5.8,2016-10-07 13:52:00,2016-10-07 14:08:00,Meeting,1
308,86,89,8.3,2016-10-07 14:29:00,2016-10-07 15:11:00,Meeting,1
309,89,89,2.4,2016-10-07 15:47:00,2016-10-07 16:02:00,Errand/Supplies,1
310,89,89,3.1,2016-10-07 18:08:00,2016-10-07 18:27:00,Meeting,1
311,89,89,6.1,2016-10-07 18:33:00,2016-10-07 19:01:00,Meeting,1
312,90,90,3.6,2016-10-08 15:03:00,2016-10-08 15:03:00,Meeting,1
313,90,86,8,2016-10-08 18:15:00,2016-10-08 18:18:00,Meeting,1
314,86,86,7.7,2016-10-09 14:04:00,2016-10-09 14:23:00,Temporary Site,1
315,87,87,1.7,2016-10-10 17:22:00,2016-10-10 17:28:00,Errand/Supplies,1
316,87,86,9.5,2016-10-10 17:33:00,2016-10-10 18:13:00,Meeting,1
317,86,88,17.1,2016-10-11 1:27:00,2016-10-11 2:08:00,Meeting,1
318,88,86,18.4,2016-10-12 19:18:00,2016-10-12 19:21:00,Meal/Entertain,1
319,3,18,16.5,2016-11-01 11:50:00,2016-11-01 12:27:00,Meal/Entertain,1
320,18,3,12.8,2016-11-01 16:29:00,2016-11-01 17:02:00,Meal/Entertain,1
321,16,16,1.2,2016-11-01 17:35:00,2016-11-01 17:42:00,Errand/Supplies,1
322,16,16,1,2016-11-01 19:14:00,2016-11-01 19:20:00,Errand/Supplies,1
323,16,16,4.1,2016-11-01 19:59:00,2016-11-01 20:12:00,Meeting,1
324,16,16,4.2,2016-11-01 20:41:00,2016-11-01 20:55:00,Meal/Entertain,1
325,16,26,1.4,2016-11-02 15:10:00,2016-11-02 15:18:00,Errand/Supplies,1
326,26,16,1.8,2016-11-02 15:45:00,2016-11-02 15:52:00,Errand/Supplies,1
327,3,17,8.5,2016-11-02 16:46:00,2016-11-02 17:11:00,Meeting,1
328,17,17,5,2016-11-02 17:34:00,2016-11-02 17:49:00,Meeting,1
329,17,3,3.8,2016-11-02 17:53:00,2016-11-02 18:00:00,Meeting,1
330,16,59,2.5,2016-11-03 11:28:00,2016-11-03 11:34:00,Errand/Supplies,1
331,59,16,2.4,2016-11-03 12:43:00,2016-11-03 12:49:00,Errand/Supplies,1
332,16,26,1.4,2016-11-03 13:42:00,2016-11-03 13:47:00,Errand/Supplies,1
333,26,16,1.8,2016-11-03 14:13:00,2016-11-03 14:26:00,Errand/Supplies,1
334,3,17,3.1,2016-11-03 18:51:00,2016-11-03 19:08:00,Meal/Entertain,1
335,17,3,3.1,2016-11-03 22:46:00,2016-11-03 22:58:00,Customer Visit,1
336,3,17,7.9,2016-11-04 10:02:00,2016-11-04 10:18:00,Temporary Site,1
337,91,95,3.8,2016-11-04 18:14:00,2016-11-04 18:21:00,Meeting,1
338,92,93,4.3,2016-11-04 21:04:00,2016-11-04 21:20:00,Meeting,1
339,93,92,3.9,2016-11-04 22:12:00,2016-11-04 22:25:00,Meeting,1
340,92,94,2.2,2016-11-05 8:34:00,2016-11-05 8:43:00,Errand/Supplies,1
341,94,92,2.8,2016-11-05 17:29:00,2016-11-05 17:40:00,Errand/Supplies,1
342,92,92,2.2,2016-11-05 19:20:00,2016-11-05 19:28:00,Errand/Supplies,1
343,92,94,2.4,2016-11-06 10:50:00,2016-11-06 11:04:00,Errand/Supplies,1
344,94,92,2.8,2016-11-06 16:05:00,2016-11-06 16:22:00,Meeting,1
345,95,97,43.9,2016-11-06 16:27:00,2016-11-06 17:28:00,Customer Visit,1
346,36,96,1.8,2016-11-06 19:04:00,2016-11-06 19:12:00,Errand/Supplies,1
347,96,103,3.3,2016-11-06 20:06:00,2016-11-06 20:21:00,Meeting,1
348,97,52,11.8,2016-11-07 12:28:00,2016-11-07 12:57:00,Between Offices,1
349,52,97,13.2,2016-11-07 19:17:00,2016-11-07 19:57:00,Between Offices,1
350,97,52,12.2,2016-11-08 10:29:00,2016-11-08 10:57:00,Between Offices,1
351,52,97,11.3,2016-11-08 12:16:00,2016-11-08 12:49:00,Meeting,1
352,97,98,3.6,2016-11-08 13:41:00,2016-11-08 14:01:00,Meeting,1
353,98,97,3,2016-11-08 16:21:00,2016-11-08 16:34:00,Meeting,1
354,97,52,11.4,2016-11-09 13:08:00,2016-11-09 13:41:00,Meal/Entertain,1
355,99,36,0.9,2016-11-09 15:58:00,2016-11-09 16:04:00,Errand/Supplies,1
356,36,100,6.2,2016-11-09 17:31:00,2016-11-09 18:03:00,Meeting,1
357,100,101,0.7,2016-11-09 18:09:00,2016-11-09 18:14:00,Errand/Supplies,1
358,101,127,5.5,2016-11-09 18:21:00,2016-11-09 18:35:00,Meeting,1
359,52,102,12.7,2016-11-09 18:40:00,2016-11-09 19:17:00,Customer Visit,1
360,102,97,2.6,2016-11-09 20:52:00,2016-11-09 21:02:00,Errand/Supplies,1
361,103,103,1.1,2016-11-09 21:56:00,2016-11-09 22:02:00,Errand/Supplies,1
362,97,52,12.6,2016-11-10 9:46:00,2016-11-10 10:15:00,Temporary Site,1
363,104,105,1.2,2016-11-10 10:20:00,2016-11-10 10:31:00,Errand/Supplies,1
364,105,104,1.1,2016-11-10 14:57:00,2016-11-10 15:07:00,Errand/Supplies,1
365,52,102,9.9,2016-11-10 15:17:00,2016-11-10 15:22:00,Temporary Site,1
366,102,97,6,2016-11-10 15:30:00,2016-11-10 15:53:00,Meeting,1
367,96,103,0.8,2016-11-10 19:18:00,2016-11-10 19:21:00,Errand/Supplies,1
368,97,56,45.9,2016-11-11 9:35:00,2016-11-11 10:23:00,Customer Visit,1
369,56,53,4,2016-11-11 12:58:00,2016-11-11 13:13:00,Meeting,1
370,53,56,2.5,2016-11-11 14:20:00,2016-11-11 14:32:00,Errand/Supplies,1
371,56,97,36.6,2016-11-11 14:39:00,2016-11-11 15:46:00,Customer Visit,1
372,103,106,2.9,2016-11-11 18:30:00,2016-11-11 18:43:00,Errand/Supplies,1
373,106,103,2.6,2016-11-11 21:08:00,2016-11-11 21:18:00,Errand/Supplies,1
374,103,107,2.3,2016-11-12 10:32:00,2016-11-12 10:52:00,Errand/Supplies,1
375,107,36,6.4,2016-11-12 10:55:00,2016-11-12 11:25:00,Meeting,1
376,36,103,1.4,2016-11-12 13:07:00,2016-11-12 13:15:00,Errand/Supplies,1
377,103,96,0.6,2016-11-12 13:46:00,2016-11-12 13:50:00,Errand/Supplies,1
378,96,107,5.9,2016-11-12 14:22:00,2016-11-12 14:53:00,Meeting,1
379,107,128,0.8,2016-11-12 15:14:00,2016-11-12 15:21:00,Errand/Supplies,1
380,97,98,1.3,2016-11-12 15:25:00,2016-11-12 15:36:00,Errand/Supplies,1
381,98,97,3.7,2016-11-12 15:40:00,2016-11-12 15:59:00,Errand/Supplies,1
382,3,3,5.5,2016-12-01 7:44:00,2016-12-01 7:59:00,Meeting,1
383,3,3,5.5,2016-12-01 8:37:00,2016-12-01 8:53:00,Errand/Supplies,1
384,3,17,2.9,2016-12-01 18:00:00,2016-12-01 18:12:00,Meal/Entertain,1
385,17,3,2.9,2016-12-01 20:36:00,2016-12-01 20:46:00,Customer Visit,1
386,3,21,5.1,2016-12-02 12:12:00,2016-12-02 12:23:00,Meal/Entertain,1
387,21,3,5.3,2016-12-02 13:07:00,2016-12-02 13:22:00,Customer Visit,1
388,3,17,3.3,2016-12-02 20:41:00,2016-12-02 20:48:00,Meal/Entertain,1
389,17,3,3,2016-12-02 22:59:00,2016-12-02 23:07:00,Customer Visit,1
390,3,108,6.6,2016-12-03 18:35:00,2016-12-03 18:56:00,Errand/Supplies,1
391,108,17,1.8,2016-12-03 19:08:00,2016-12-03 19:15:00,Errand/Supplies,1
392,17,3,3,2016-12-03 20:31:00,2016-12-03 20:41:00,Customer Visit,1
393,3,17,2.9,2016-12-04 18:56:00,2016-12-04 19:03:00,Meal/Entertain,1
394,17,3,3.4,2016-12-04 20:23:00,2016-12-04 20:34:00,Customer Visit,1
395,3,3,4.1,2016-12-05 18:04:00,2016-12-05 18:17:00,Meeting,1
396,3,3,3.8,2016-12-05 19:22:00,2016-12-05 19:37:00,Meal/Entertain,1
397,3,3,6.6,2016-12-07 12:03:00,2016-12-07 12:32:00,Meeting,1
398,3,3,4,2016-12-07 12:35:00,2016-12-07 12:46:00,Meeting,1
399,3,3,7,2016-12-07 19:53:00,2016-12-07 20:13:00,Customer Visit,1
400,3,3,6.9,2016-12-07 21:13:00,2016-12-07 21:50:00,Meal/Entertain,1
401,3,3,3.4,2016-12-08 14:19:00,2016-12-08 14:32:00,Errand/Supplies,1
402,3,3,3.4,2016-12-08 14:53:00,2016-12-08 15:02:00,Errand/Supplies,1
403,3,3,2,2016-12-08 19:22:00,2016-12-08 19:27:00,Meeting,1
404,3,3,2,2016-12-08 21:26:00,2016-12-08 21:31:00,Errand/Supplies,1
405,3,21,5.1,2016-12-09 12:09:00,2016-12-09 12:24:00,Errand/Supplies,1
406,21,3,8.8,2016-12-09 13:15:00,2016-12-09 13:43:00,Temporary Site,1
407,3,3,5.6,2016-12-09 20:11:00,2016-12-09 20:34:00,Meeting,1
408,3,3,18.9,2016-12-09 22:03:00,2016-12-09 22:57:00,Customer Visit,1
409,3,109,15.6,2016-12-10 12:43:00,2016-12-10 13:16:00,Meeting,1
410,109,3,15.6,2016-12-10 14:42:00,2016-12-10 15:18:00,Errand/Supplies,1
411,3,17,3,2016-12-10 18:17:00,2016-12-10 18:27:00,Meal/Entertain,1
412,17,3,3.1,2016-12-10 22:09:00,2016-12-10 22:21:00,Customer Visit,1
413,3,17,3,2016-12-11 16:06:00,2016-12-11 16:16:00,Meal/Entertain,1
414,17,3,4.8,2016-12-11 19:05:00,2016-12-11 19:15:00,Errand/Supplies,1
415,3,3,2.1,2016-12-11 21:48:00,2016-12-11 21:56:00,Errand/Supplies,1
416,3,3,3.1,2016-12-12 13:22:00,2016-12-12 13:32:00,Errand/Supplies,1
417,3,21,4.4,2016-12-12 13:36:00,2016-12-12 13:51:00,Meal/Entertain,1
418,21,3,4.7,2016-12-12 14:26:00,2016-12-12 14:39:00,Customer Visit,1
419,3,17,3,2016-12-12 17:51:00,2016-12-12 18:01:00,Meal/Entertain,1
420,17,3,3,2016-12-12 20:48:00,2016-12-12 20:57:00,Customer Visit,1